oof_prob_APC,oof_prob_CP,oof_prob_FA,oof_prob_FP,oof_prob_KP,oof_prob_PC,label_text
0.14815000393681838,0.02995415878818188,0.20098584061162633,0.5331217167833795,0.015313360990498667,0.07247491888949514,FP
0.13796507389680088,0.02177742312811013,0.1741196474504302,0.6141204843571225,0.009952452271992934,0.04206491889554321,PC
0.23297549961630826,0.032054749583482686,0.16847006909269568,0.4927853001110382,0.01473023523498553,0.05898414636148962,FP
0.14233072305894398,0.01981608274770457,0.15251322557576905,0.6405002570612809,0.009188528466315475,0.03565118308998604,FP
0.14435606615863142,0.023349219918515154,0.16264869045374092,0.6099207966332849,0.010940844114156587,0.04878438272167105,FP
0.21823219117160006,0.1775967346910447,0.2639566152512085,0.17355706494879602,0.052723962172064334,0.11393343176528653,FP
0.17590085713232936,0.08205261492833187,0.21648788473785296,0.3440692515560261,0.039770971143054556,0.14171842050240513,FP
0.3025589626069137,0.13248774046032183,0.22679503082034277,0.21070343779148362,0.045279237237711344,0.08217559108322668,PC
0.009565066845237747,0.015042591712041984,0.9509590549482806,0.014833578549774322,0.0014954339607407268,0.008104273983924602,FP
0.4706073535138517,0.027046709621662196,0.14755708634460193,0.2988815310146851,0.016548164011751455,0.03935915549344767,PC
0.06666725776094343,0.08170138696382095,0.008307927879636084,0.022980795671877722,0.7683590593396108,0.051983572384110985,KP
0.21761700492350272,0.021597927461529685,0.1562398978614241,0.560970554091314,0.009773169441257994,0.033801446220971525,FP
0.03272291087023686,0.6917529365476572,0.14486328430402956,0.02943620255440874,0.06196463323421118,0.03926003248945671,PC
0.20355762774956282,0.02760768122419879,0.19635543380792916,0.522937867409853,0.010712452255630929,0.038828937552825224,APC
0.7100800922768112,0.03140875245064882,0.0887267202795682,0.11881861747513932,0.017537375741150753,0.03342844177668175,FP
0.6669935547798828,0.024417273020285703,0.09754613581927842,0.1610474874385394,0.017507144536135416,0.03248840440587835,FP
0.1456639251039242,0.019285957000224355,0.16191261784479297,0.6304869023757227,0.008396536553235537,0.034254061122100325,FP
0.1335759617451258,0.1271171262683274,0.19870117597657946,0.1372256177238675,0.07433112829559374,0.329048989990506,FP
0.32028585745316485,0.08145135639335506,0.1258675049766406,0.29476086065684015,0.11460272254642062,0.06303169797357874,FP
0.31798899154899973,0.046157138369265764,0.20930864140217367,0.34893353351169726,0.02647311239739442,0.051138582770469274,FP
0.6975195894052701,0.02339183337692274,0.09478887491778006,0.14888240736432273,0.013850188531893366,0.02156710640381085,PC
0.6923238428774717,0.040638225008790226,0.08650144216715229,0.11834190200315894,0.03435524170024146,0.027839346243185268,KP
0.14737460491481566,0.02066675724532747,0.1497265401532118,0.6362373423970059,0.009952375744509342,0.03604237954512991,FP
0.16280276758124676,0.043302434445124355,0.22935360166756288,0.4502770005001441,0.0215707730629183,0.09269342274300381,FP
0.13228087979370937,0.09795603220827778,0.26333978144037157,0.23513519196225707,0.0948224090427742,0.17646570555261007,FA
0.13252080869418756,0.017546404287832943,0.14734194884971744,0.6644809306535938,0.007477771111488242,0.030632136403179983,FP
0.2356411031653498,0.058477041973673344,0.35915203649930083,0.2150706558808147,0.02151129276480442,0.11014786971605692,FP
0.5842566589855106,0.0229782561507982,0.11861026139552791,0.22088489532879813,0.019231790168242807,0.03403813797112254,PC
0.09651969133327261,0.11900638994753883,0.18045570852199327,0.11865794273773977,0.08027875175512121,0.40508151570433415,FP
0.03960022064140131,0.6351611429424572,0.13280251014884445,0.033899716841116666,0.09003375963079376,0.06850264979538669,PC
0.048715737684636065,0.579643970310462,0.12219634179717684,0.0420685987645761,0.10636115841544096,0.10101419302770805,PC
0.06657020033758852,0.33119613956095467,0.21229091997384356,0.06258990159945793,0.10346608608390845,0.22388675244424683,PC
0.09795898114100578,0.37922798483501324,0.17654483877143892,0.13914141191827065,0.08941634932227471,0.11771043401199666,FP
0.31584051896729615,0.03375183359447783,0.21921053421123526,0.35497993296585983,0.020724434922756888,0.055492745338374165,FP
0.032776856177354395,0.04869867190957812,0.005305311140058366,0.011105209408802923,0.8828624229347912,0.01925152842941497,KP
0.3891464711713879,0.030294783328637134,0.15449640579644058,0.3733453412926702,0.015666385190815906,0.03705061322004824,FP
0.14088327166556971,0.022227976981314623,0.16376005426875068,0.6205429232858252,0.010020133091767124,0.04256564070677265,FP
0.19196221928899787,0.04284827352463836,0.16708057170589533,0.4935664802316844,0.02550249589844614,0.07903995935033796,PC
0.30351874718661787,0.04126080120925738,0.18918481526918138,0.35672545268085887,0.02602692360038391,0.08328326005370068,FP
0.14848801753092783,0.032726914311642485,0.2031478300013851,0.5151809406422686,0.017269876308854865,0.08318642120492116,FP
0.17920484405145828,0.02295547506553106,0.1653180315493282,0.5881514237599879,0.009629670173076449,0.034740555400618094,PC
0.1595384353872063,0.09807603728488784,0.25497892896513263,0.31175807284458057,0.041680951396725764,0.1339675741214669,PC
0.13285173210466192,0.019658866118269253,0.16584778401037292,0.6358279260575455,0.00869300616185257,0.03712068554729782,FP
0.15796808369710838,0.03168605186314123,0.18991491529413226,0.5249299241468348,0.016907951040542202,0.07859307395824114,FP
0.1757755638622996,0.036158647160033905,0.18756644087030488,0.4860004493097813,0.019728298250492837,0.09477060054708757,APC
0.13380139092037513,0.31294722445290785,0.19368040491955266,0.15094294095667748,0.10311035230178747,0.10551768644869951,KP
0.15183596732909,0.03609352713724273,0.23575198096203345,0.4601173939169705,0.018287127769932538,0.09791400288473068,FP
0.18896482292737607,0.02464746775531543,0.16251440266263542,0.5763092553089197,0.010688498558812896,0.036875552786940435,FP
0.13564482041610318,0.01878069083460414,0.15416611788948725,0.6488618392887615,0.008108622024414874,0.034437909546629036,PC
0.13381235761063112,0.018614215077872222,0.15511631556536312,0.6508587029169367,0.007999710394088096,0.033598698435108744,FP
0.6754106890918145,0.02057817598630901,0.10013102844813591,0.16086419055005624,0.016270263164584905,0.026745652759099594,PC
0.04627109828065997,0.09829349009870517,0.01062966771563116,0.01542192298427533,0.8054496889520523,0.02393413196867604,FP
0.14196919091490595,0.02145340652612524,0.16302385240423506,0.623059750467017,0.009512654445920045,0.040981145241796677,FP
0.5859080985705544,0.036123951026922424,0.1550185400227118,0.16566544626361207,0.021455268525683975,0.035828695590515366,FP
0.6351679088297687,0.0231249933545443,0.10397272650995515,0.1955278005243484,0.01430435226957257,0.02790221851181092,FP
0.022979196678271765,0.033232721087510034,0.0018364246537445584,0.005531285915619592,0.9280644442612047,0.008355927403649347,KP
0.01739343593219302,0.029001124561752245,0.0013518841684272236,0.004156273314613587,0.9415232067730074,0.006574075250006481,KP
0.1762133736805866,0.08410242854586322,0.02496841068173011,0.0572879947614534,0.6040617953368196,0.05336599699354715,KP
0.03619740629634289,0.6427440841162476,0.14637128179017342,0.03126669314602996,0.07783252239894049,0.06558801225226557,FA
0.0787527780516635,0.3432704897554015,0.22681334788277507,0.07528006412291878,0.09041098209691298,0.18547233809032826,CP
